"account_id","loan_loan_id","loan_date","loan_amount","loan_duration","loan_payments","loan_status","acc_district_id","acc_frequency","day_before_loan","sum_amount","sum_amount_in","sum_amount_out","sum_out_household","sum_out_insurance","sum_in_interest_credited","sum_out_payment_for_statement","sum_out_sanction_interest_neg_bal","count_out_sanction_interest_neg_bal","count_monthly_payment_trans","current_monthly_payment_amount_out","current_monthly_payment_out_household","current_monthly_payment_out_insurance","current_monthly_payment_out_payment_for_statement","current_monthly_payment_in_interest_credited","sum_other_sum_amount","sum_other_sum_amount_in","sum_other_sum_amount_out","count_other_trans","latest_balance"
2335,5447,1997-11-12,541200,60,9020,"D",70,"monthly",587,41006.7,2617.3,38389.4,30540,7275,2617.3,219,355.4,10,89,2615.8,2036,485,14.6,8.1,577723,309928,267795,85,6360.9
2343,5449,1995-11-04,99336,24,4139,"A",68,"monthly",330,29533.4,1107.8,28425.6,28338,0,1107.8,87.6,0,0,22,4737.6,4723,0,14.6,130.2,196582,127362,69220,30,30838.7
2345,5450,1994-12-11,199680,60,3328,"C",5,"monthly",412,34315,1675.6,32639.4,32508,0,1675.6,131.4,0,0,31,3626.6,3612,0,14.6,137,509846,280367,229479,43,19938.6
2350,5451,1997-05-11,159744,48,3328,"C",18,"monthly",280,2449.9,1270.7,1179.2,1150,0,1270.7,29.2,0,0,9,589.6,575,0,14.6,310,391833,222670,169163,19,53598.4
2352,5452,1996-04-29,49440,60,824,"C",70,"monthly",464,63977.7,2400.7,61577,61391,40,2400.7,146,0,0,45,5599.6,5581,4,14.6,162.6,546266,325232,221034,65,45021.6
2361,5453,1995-04-01,156672,36,4352,"A",28,"monthly",400,38242.3,1206.9,37035.4,36904,0,1206.9,131.4,0,0,30,4627.6,4613,0,14.6,80.2,210260,134680,75580,45,23286.1
2413,5463,1998-10-06,17952,12,1496,"C",33,"monthly",344,46444.9,1206.7,45238.2,45136,0,1206.7,102.2,0,0,25,6462.6,6448,0,14.6,135.9,318813,196953,121860,33,31076
2419,5464,1995-01-30,95808,12,7984,"A",24,"monthly",429,3088.5,2942.5,146,0,0,2942.5,146,0,0,23,14.6,0,0,14.6,192.5,1442194,755949,686245,67,72500.4
2445,5469,1997-12-26,293160,60,4886,"C",52,"monthly",537,3565.8,3361.4,204.4,0,0,3361.4,204.4,0,0,30,14.6,0,0,14.6,88.3,1172786,592235,580551,67,14840.8
2456,5470,1996-04-15,200976,48,4187,"C",65,"monthly",219,30243.1,1537.3,28705.8,28662,0,1537.3,43.8,0,0,13,9568.6,9554,0,14.6,195,355908,215254,140654,22,47431.4
2486,5479,1994-01-10,24516,12,2043,"A",1,"monthly",317,1887.8,1771,116.8,0,0,1771,116.8,0,0,18,14.6,0,0,14.6,290.4,1180826,628914,551912,55,78670.8
2496,5482,1996-01-12,165120,60,2752,"C",51,"monthly",601,76788.4,1839.4,74949,74730,0,1839.4,219,0,0,49,4996.6,4982,0,14.6,83.2,296415,196135,100280,67,22745.4
2516,5486,1997-06-13,466608,48,9721,"C",6,"monthly",575,2776.5,2572.1,204.4,0,0,2572.1,204.4,0,0,32,14.6,0,0,14.6,232.4,664688,361548,303140,70,60775.8
2545,5491,1998-02-13,428784,48,8933,"C",1,"monthly",436,38330.2,1334.2,36996,29007,7843,1334.2,146,0,0,46,3364.6,2637,713,14.6,63.1,380651,212510,168141,64,8707.1
2572,5494,1996-06-13,360000,48,7500,"C",64,"after_transaction",578,8716.7,7309.1,1407.6,0,0,7309.1,1400,7.6,6,56,100,0,0,100,590.4,2017330,1038097,979233,80,64765.2
2580,5495,1996-08-02,89340,60,1489,"C",60,"monthly",267,26568.6,1415.6,25153,25080,0,1415.6,73,0,0,19,5030.6,5016,0,14.6,210.4,178580,121920,56660,25,41522.6
2622,5501,1998-05-21,136344,24,5681,"C",1,"monthly",638,122888.7,2516.1,120372.6,120139,0,2516.1,233.6,0,0,53,7081.6,7067,0,14.6,167,525544,341624,183920,77,39847.5
2694,5519,1994-03-08,91632,12,7636,"A",7,"monthly",365,30441.4,2068.6,28372.8,28256,0,2068.6,116.8,0,0,28,3546.6,3532,0,14.6,166.3,410846,235106,175740,42,33061.9
2699,5520,1998-08-30,231168,48,4816,"C",73,"monthly",613,60627.2,4263.2,56364,56145,0,4263.2,219,0,0,49,3757.6,3743,0,14.6,291,1833748,965627,868121,95,45405.1
2705,5523,1993-12-08,93888,36,2608,"A",63,"after_transaction",156,871.4,771.4,100,0,0,771.4,100,0,0,6,100,0,0,100,189.2,134445,84245,50200,13,34716.3
2720,5525,1998-04-27,93888,36,2608,"C",2,"weekly",315,58440.7,2346.7,56094,55854,0,2346.7,240,0,0,27,6236,6206,0,30,144.1,1253848,691377,562471,64,75158.7
2725,5526,1998-11-08,69624,36,1934,"C",52,"monthly",585,58456.7,3828.7,54628,47955,6454,3828.7,219,0,0,63,3672.6,3197,461,14.6,221.8,746595,423625,322970,82,49870.2
2728,5527,1998-06-15,156420,60,2607,"C",52,"weekly",344,81249.7,2485.7,78764,78554,0,2485.7,210,0,0,25,11252,11222,0,30,168.7,586582,342450,244132,38,22039.7
2753,5531,1997-09-30,66432,24,2768,"C",26,"monthly",595,105391.9,2152.5,103239.4,103035,0,2152.5,204.4,0,0,47,6883.6,6869,0,14.6,82,788632,453732,334900,60,17745.1
2754,5532,1997-05-04,335280,48,6985,"C",57,"weekly",464,31853.8,2703.8,29150,28820,0,2703.8,330,0,0,36,2912,2882,0,30,155.1,1285887,671092,614795,61,29880.9
2762,5533,1994-07-05,111384,24,4641,"A",19,"monthly",472,100580.6,3888.2,96692.4,96488,0,3888.2,204.4,0,0,44,6906.6,6892,0,14.6,196.9,1955223,1050173,905050,108,52318.9
2824,5549,1994-07-16,50460,60,841,"C",11,"monthly",269,37567.8,1064.4,36503.4,36445,0,1064.4,58.4,0,0,17,7303.6,7289,0,14.6,152.5,237330,157150,80180,26,41531
2872,5556,1997-05-19,268320,60,4472,"C",1,"monthly",257,21168.8,910.4,20258.4,20200,0,910.4,58.4,0,0,17,4054.6,4040,0,14.6,75.8,220431,126216,94215,35,12652.9
2910,5561,1998-08-29,437460,60,7291,"C",68,"monthly",312,35693.3,1730.3,33963,33890,0,1730.3,73,0,0,19,6792.6,6778,0,14.6,188.9,898008,482128,415880,34,34015.2
2912,5563,1996-02-29,380160,60,6336,"C",74,"monthly",579,4080.3,3890.5,189.8,0,0,3890.5,189.8,0,0,28,14.6,0,0,14.6,155.4,1727711,874280,853431,81,24549.6
2933,5568,1994-05-17,272520,60,4542,"C",10,"monthly",333,60922,1720.6,59201.4,59070,0,1720.6,131.4,0,0,30,5921.6,5907,0,14.6,173.9,844459,465975,378484,54,30009.9
2936,5569,1998-01-20,504000,60,8400,"C",3,"monthly",664,78343.8,1649.6,76694.2,76446,0,1649.6,248.2,0,0,56,4261.6,4247,0,14.6,115.3,437982,269502,168480,68,25977.1
2962,5576,1994-12-21,31248,12,2604,"A",1,"monthly",570,4605,4429.8,175.2,0,0,4429.8,175.2,0,0,30,14.6,0,0,14.6,222.3,1656850,853259,803591,90,53922.3
2982,5582,1998-04-17,41256,12,3438,"C",19,"monthly",682,165726.2,6452.4,159273.8,154717,4294,6452.4,262.8,0,0,78,8383.6,8143,226,14.6,217.1,2217076,1224900,992176,137,79902.5
2986,5584,1997-12-06,24792,24,1033,"C",63,"monthly",606,56630.9,3595.9,53035,52816,0,3595.9,219,0,0,50,6616.6,6602,0,14.6,231.1,913248,515938,397310,85,72489.8
2988,5585,1998-07-08,88608,12,7384,"C",66,"after_transaction",632,5243.6,3443.6,1800,0,0,3443.6,1800,0,0,39,100,0,0,100,61.8,1582658,804924,777734,95,28833.5
2994,5586,1996-09-14,48744,36,1354,"C",77,"monthly",134,711.8,711.8,0,0,0,711.8,0,0,0,4,0,0,0,0,247.9,158779.5,110479.5,48300,10,62891.3
3005,5589,1998-06-05,390000,48,8125,"C",42,"after_transaction",510,21988.6,1039.6,20949,20649,0,1039.6,300,0,0,11,6983,6883,0,100,160.8,453085,248097,204988,33,23199.6
3021,5591,1996-12-04,155616,48,3242,"C",10,"monthly",228,1052.6,1008.8,43.8,0,0,1008.8,43.8,0,0,10,14.6,0,0,14.6,166.5,273482,148482,125000,20,24447.1
3037,5593,1996-04-18,277884,36,7719,"D",44,"monthly",693,85248,3429,81819,81600,0,3429,219,0,0,48,14.6,0,0,14.6,0,1169028,629516,539512,69,11614
3050,5595,1994-09-02,82896,12,6908,"A",60,"monthly",482,111343.2,3855.6,107487.6,106876,451,3855.6,160.6,0,0,48,9771.6,9716,41,14.6,299.9,1245170,698444,546726,78,64300.6
3064,5599,1995-03-21,15420,12,1285,"A",40,"monthly",667,27155.8,2172.6,24983.2,24735,0,2172.6,248.2,0,0,55,1469.6,1455,0,14.6,100.9,447314,250996,196318,96,31867.2
3084,5606,1996-08-28,253512,36,7042,"D",59,"weekly",213,20630.5,770.5,19860,19800,0,770.5,60,0,0,10,10830,10800,0,30,91.9,309368,170888,138480,19,13318.4
3112,5610,1996-02-24,123216,48,2567,"C",38,"monthly",561,20442.9,4148.9,16294,16148,0,4148.9,146,0,0,39,1482.6,1468,0,14.6,303.7,1533014,811370,721644,89,77580.8
3115,5611,1996-11-15,321180,60,5353,"C",14,"monthly",233,60023.1,1087.3,58935.8,58892,0,1087.3,43.8,0,0,14,14737.6,14723,0,14.6,98.7,456208,275620,180588,24,37183.5
3137,5614,1998-09-21,253560,60,4226,"C",39,"monthly",645,3130.1,2896.5,233.6,0,0,2896.5,233.6,0,0,36,14.6,0,0,14.6,173.3,1113096,573576,539520,72,36718.7
3143,5616,1998-05-15,130896,24,5454,"C",38,"monthly",574,65172.7,2332.3,62840.4,62636,0,2332.3,204.4,0,0,46,4488.6,4474,0,14.6,175.6,350036,227096,122940,67,43648
3161,5620,1998-06-16,30012,12,2501,"C",48,"monthly",659,3640.8,3465.6,175.2,0,0,3465.6,175.2,0,0,33,14.6,0,0,14.6,230.9,948182,519806,428376,70,94720.3
3166,5624,1995-01-03,177744,48,3703,"D",71,"monthly",511,2038.4,1811.5,226.9,0,0,1811.5,204.4,22.5,2,31,14.6,0,0,14.6,35.3,637016,324831,312185,64,14230.7
3189,5625,1996-12-15,222180,60,3703,"D",29,"monthly",382,2764.2,2676.6,87.6,0,0,2676.6,87.6,0,0,18,14.6,0,0,14.6,347,689040,373015,316025,41,59578.8
3229,5634,1997-05-01,39024,12,3252,"A",64,"monthly",530,106552,3913,102639,102420,0,3913,219,0,0,47,6857.2,6828,0,29.2,369.8,1297312,715730,581582,89,35436.7
3230,5635,1996-10-04,77184,36,2144,"C",1,"monthly",573,4093.8,3962.4,131.4,0,0,3962.4,131.4,0,0,25,14.6,0,0,14.6,102.6,1117123,567869,549254,52,22446
3249,5638,1997-08-27,68124,12,5677,"A",74,"monthly",320,50359.1,1104.1,49255,49182,0,1104.1,73,0,0,20,8211.6,8197,0,14.6,68.5,396782,230682,166100,31,16430.9
3273,5643,1997-09-21,94512,12,7876,"B",74,"monthly",632,7522.5,7288.9,233.6,0,0,7288.9,233.6,0,0,56,14.6,0,0,14.6,186.8,2231692,1124224,1107468,78,23811.1
3293,5644,1998-11-27,276084,36,7669,"C",1,"monthly",476,40366.6,3969,36397.6,35541,696,3969,160.6,0,0,49,3303.6,3231,58,14.6,228.9,1482148,786104,696044,93,57631.4
3329,5651,1997-12-08,19248,12,1604,"A",3,"monthly",422,85140.8,1768.4,83372.4,83241,0,1768.4,131.4,0,0,31,9263.6,9249,0,14.6,120.1,467159.5,296099.5,171060,41,56435.5
3353,5656,1997-02-09,146064,24,6086,"C",74,"monthly",166,1231.9,803.3,428.6,0,414,803.3,14.6,0,0,7,428.6,0,414,14.6,216.3,255646,150146,105500,15,45020.6
3354,5657,1994-07-05,4980,12,415,"A",63,"monthly",242,8715.2,1029.8,7685.4,1467,6160,1029.8,58.4,0,0,19,2043.6,489,1540,14.6,112.7,172180,100668,71512,27,22500.3
3390,5665,1998-03-11,40632,12,3386,"C",12,"weekly",444,12229.3,2379.3,9850,8500,1050,2379.3,300,0,0,44,985,850,105,30,180.5,600016,328209,271807,74,50935.1
3403,5669,1998-06-27,71820,36,1995,"C",63,"monthly",403,2519.7,2373.7,146,0,0,2373.7,146,0,0,22,14.6,0,0,14.6,137,798490,419446,379044,57,42629.7
3418,5674,1997-06-10,207264,48,4318,"C",42,"after_transaction",281,2104.9,1604.9,500,0,0,1604.9,500,0,0,12,100,0,0,100,308.6,843465,444271,399194,46,46281.9
3448,5681,1997-10-20,68664,24,2861,"C",58,"weekly",501,3184.5,2824.5,360,0,0,2824.5,360,0,0,28,30,0,0,30,150.9,540442,287310,253132,45,36642.4
3455,5682,1997-03-07,67464,12,5622,"A",34,"monthly",359,1940.5,1838.3,102.2,0,0,1838.3,102.2,0,0,18,14.6,0,0,14.6,106.9,820733,439154,381579,39,59310.8
3460,5683,1998-05-29,140688,48,2931,"C",16,"monthly",416,2744.8,2584.2,160.6,0,0,2584.2,160.6,0,0,23,14.6,0,0,14.6,169.7,953042,488741,464301,62,26863.5
3489,5693,1995-08-01,44088,24,1837,"A",9,"monthly",236,11211.6,1048.8,10162.8,10119,0,1048.8,43.8,0,0,13,3387.6,3373,0,14.6,180.1,200562.5,127022.5,73540,19,44368.6
3556,5698,1998-09-22,174840,60,2914,"C",58,"monthly",389,39838.6,1561.8,38276.8,38160,0,1561.8,116.8,0,0,29,4254.6,4240,0,14.6,136.6,462901,263661,199240,58,27706
3562,5699,1998-05-24,174960,24,7290,"C",50,"monthly",674,4780.4,4503,277.4,0,0,4503,277.4,0,0,40,14.6,0,0,14.6,311.2,1703313,885165,818148,103,71242.6
3608,5706,1996-05-24,161496,36,4486,"C",72,"weekly",633,62379.5,2453.5,59926,59356,0,2453.5,570,0,0,58,3154,3124,0,30,132.4,827396,457120,370276,72,29371.5
3629,5713,1995-05-30,158760,60,2646,"C",48,"monthly",672,183423.8,2363.6,181060.2,32198,148614,2363.6,248.2,0,0,72,10650.6,1894,8742,14.6,99.5,589155,393517,195638,94,19182.3
3637,5718,1997-09-01,14028,12,1169,"A",53,"monthly",674,92320.6,4271.8,88048.8,87786,0,4271.8,262.8,0,0,58,4891.6,4877,0,14.6,225.1,649886,392724,257162,98,51799.6
3664,5719,1997-09-20,271584,48,5658,"C",1,"monthly",510,4038.6,3907.2,131.4,0,0,3907.2,131.4,0,0,25,14.6,0,0,14.6,300.6,1281748,685187,596561,65,92401.4
3674,5723,1994-09-10,23628,12,1969,"A",38,"monthly",547,117281,3055.2,114225.8,114036,0,3055.2,189.8,0,0,43,9517.6,9503,0,14.6,319.2,973443,574355,399088,67,64096.3
3678,5724,1995-02-05,316140,60,5269,"D",1,"monthly",683,106851.5,1688.7,105162.8,104900,0,1688.7,262.8,0,0,58,6014.6,6000,0,14.6,66.8,431366,273826,157540,81,12826.4
3679,5725,1996-07-23,444864,48,9268,"C",64,"monthly",343,24642.3,1340.7,23301.6,23214,0,1340.7,87.6,0,0,22,3883.6,3869,0,14.6,176.6,387081,225393,161688,42,41743.9
3711,5731,1997-11-05,460980,60,7683,"D",3,"monthly",181,7961,931.8,7029.2,7000,0,931.8,29.2,0,0,9,7014.6,7000,0,14.6,166.6,323561,174411,149150,17,19163.5
3747,5739,1995-01-02,76380,12,6365,"A",1,"monthly",246,16387.6,773.2,15614.4,9556,6000,773.2,58.4,0,0,20,3903.6,2389,1500,14.6,110.5,144334,91166,53168,25,23156.6
3752,5740,1995-04-02,18564,12,1547,"A",1,"monthly",128,455.2,455.2,0,0,0,455.2,0,0,0,4,0,0,0,0,167.3,111210.5,77010.5,34200,9,43265.7
3754,5741,1996-11-03,68544,24,2856,"A",37,"weekly",258,16996.9,1296.9,15700,11928,3652,1296.9,120,0,0,19,4919,3976,913,30,139.3,466205,252169,214036,35,23729.8
3804,5750,1996-02-08,63252,12,5271,"A",7,"monthly",672,16727.7,4890.9,11836.8,11574,0,4890.9,262.8,0,0,58,657.6,643,0,14.6,108.8,1534345,795500,738845,106,49709.2
3834,5754,1994-09-28,23052,12,1921,"A",54,"monthly",617,96685.8,1921.8,94764,46710,47835,1921.8,219,0,0,64,6317.6,3114,3189,14.6,100.5,522048,321711,200337,107,28531.7
3859,5758,1997-05-02,307200,60,5120,"D",53,"monthly",374,2023.3,1906.5,116.8,0,0,1906.5,116.8,0,0,20,14.6,0,0,14.6,46.5,851262,429758,421504,48,10043.6
3862,5760,1998-09-18,74916,36,2081,"C",1,"monthly",664,63859.3,3989.7,59869.6,59636,0,3989.7,233.6,0,0,53,3522.6,3508,0,14.6,188.1,1905389,1002362,903027,116,43455.2
3875,5765,1998-02-10,153936,24,6414,"C",44,"monthly",115,506.4,506.4,0,0,0,506.4,0,0,0,3,0,0,0,0,254.1,248369,174269,74100,8,100675.4
3906,5772,1998-03-08,334620,60,5577,"C",52,"monthly",243,2287.9,2229.5,58.4,0,0,2229.5,58.4,0,0,12,14.6,0,0,14.6,316.8,523315,285544,237771,23,49944.1
3907,5773,1998-03-16,133848,24,5577,"C",37,"monthly",697,3404.3,3112.3,292,0,0,3112.3,292,0,0,42,14.6,0,0,14.6,107,1066108,536637,529471,70,20985.9
3916,5774,1998-07-12,96984,36,2694,"C",8,"monthly",287,78978.8,655.8,78323,65400,12850,655.8,73,0,0,25,13484.6,10900,2570,14.6,66.6,271650,181382,90268,30,13446.7
3942,5779,1997-10-14,107352,36,2982,"C",27,"weekly",522,96779.6,2573.6,94206,93996,0,2573.6,210,0,0,31,13458,13428,0,30,294.5,912958,532858,380100,53,61126
3953,5782,1998-01-04,63576,12,5298,"C",1,"monthly",202,2584.6,2555.4,29.2,0,0,2555.4,29.2,0,0,14,14.6,0,0,14.6,450.5,374709,207909,166800,18,43635.1
3967,5784,1997-03-29,84600,36,2350,"D",54,"monthly",188,748.3,704.5,43.8,0,0,704.5,43.8,0,0,8,14.6,0,0,14.6,42.6,334681,175468,159213,24,16915.7
4033,5790,1997-03-20,84288,48,1756,"C",57,"monthly",121,278.5,278.5,0,0,0,278.5,0,0,0,3,0,0,0,0,137.7,77703,57403,20300,9,37381.6
4052,5799,1997-12-28,106128,36,2948,"C",36,"weekly",337,1425.3,1245.3,180,0,0,1245.3,180,0,0,16,30,0,0,30,210.5,438916,244473,194443,36,51095.2
4079,5804,1995-04-05,158976,48,3312,"C",52,"monthly",518,78083.4,3259,74824.4,70126,4494,3259,204.4,0,0,58,5344.6,5009,321,14.6,74.4,1259379,674912,584467,98,18894
4081,5805,1995-11-28,137904,24,5746,"B",11,"monthly",129,247.8,247.8,0,0,0,247.8,0,0,0,3,0,0,0,0,122.7,76112,55512,20600,9,35159.7
4099,5808,1997-07-31,41856,48,872,"C",54,"monthly",431,34170.1,1798.7,32371.4,19260,12980,1798.7,131.4,0,0,42,3238.6,1926,1298,14.6,172.7,496422,282032,214390,61,37069.1
4116,5815,1998-06-03,151200,36,4200,"C",6,"monthly",241,30830.5,1890.7,28939.8,28896,0,1890.7,43.8,0,0,13,14462.6,14448,0,14.6,310.2,677216,381696,295520,27,59126.9
4127,5817,1997-08-15,100800,24,4200,"D",50,"monthly",469,46188.4,1160,45028.4,44420,483,1160,102.2,23.2,3,31,95.7,0,69,14.6,0,353145,197721,155424,33,-1571.5
4144,5823,1998-06-21,212976,36,5916,"C",1,"monthly",671,161562.1,3745.3,157816.8,157554,0,3745.3,262.8,0,0,56,8767.6,8753,0,14.6,117.6,1675246,941270,733976,93,53222.2
4190,5830,1997-08-28,405780,60,6763,"C",62,"monthly",694,80697.9,2960.1,77737.8,55119,22356,2960.1,262.8,0,0,77,4157.6,2901,1242,14.6,162.2,565190,340750,224440,99,41532.1
4259,5836,1994-08-27,79632,24,3318,"A",66,"monthly",141,10473.5,957.5,9516,9516,0,957.5,0,0,0,5,9516,9516,0,0,298.6,388705,243505,145200,11,99262.5
4260,5837,1994-06-29,244560,60,4076,"C",56,"monthly",258,49100.7,1032.9,48067.8,48024,0,1032.9,43.8,0,0,14,12020.6,12006,0,14.6,137.2,377995,223178,154817,28,21326.1
4268,5841,1998-11-04,41988,12,3499,"C",77,"monthly",622,103003.5,3079.9,99923.6,99690,0,3079.9,233.6,0,0,51,6660.6,6646,0,14.6,234.4,472675,313735,158940,78,57965.7
4293,5850,1997-05-22,164196,36,4561,"C",64,"after_transaction",473,15514.4,923.4,14591,14391,0,923.4,200,0,0,12,4897,4797,0,100,263.8,601063,348851,252212,37,82971.3
4320,5856,1997-08-09,51360,12,4280,"B",61,"monthly",382,2613.8,2466.3,147.5,0,0,2466.3,131.4,16.1,2,24,14.6,0,0,14.6,238.7,1421411,741811,679600,63,64529.7
4337,5861,1994-12-08,51408,24,2142,"A",29,"monthly",387,2312.5,2195.7,116.8,0,0,2195.7,116.8,0,0,20,14.6,0,0,14.6,161.8,855980,451550,404430,44,49198.8
4342,5862,1997-12-09,100128,24,4172,"C",74,"monthly",589,109038.2,4495,104543.2,104295,0,4495,248.2,0,0,53,6149.6,6135,0,14.6,318.9,1241220,698146,543074,86,55023.7
4354,5865,1998-10-30,327660,60,5461,"C",38,"monthly",660,221138.8,4053.2,217085.6,216852,0,4053.2,233.6,0,0,53,12770.6,12756,0,14.6,238.6,1218343,745456,472887,73,59536.5
4361,5868,1997-03-29,90156,12,7513,"A",69,"monthly",383,4080.3,3963.5,116.8,0,0,3963.5,116.8,0,0,20,14.6,0,0,14.6,344.2,1189255,631764,557491,45,78119.7
4413,5876,1995-02-08,221280,48,4610,"C",74,"weekly",389,56683.6,1829.6,54854,54614,0,1829.6,240,0,0,27,7832,7802,0,30,157.5,787613,435976,351637,44,31314.7
4414,5877,1995-02-23,97224,24,4051,"A",24,"monthly",531,49860,1376.8,48483.2,48308,0,1376.8,175.2,0,0,41,3730.6,3716,0,14.6,96.2,391220,228903,162317,71,19479.6
4415,5878,1997-04-01,74040,12,6170,"A",73,"monthly",636,83493.7,3719.5,79774.2,78217,1309,3719.5,248.2,0,0,72,4692.6,4601,77,14.6,175.6,986815,549090,437725,118,35310.2
4423,5880,1995-10-31,73836,36,2051,"A",39,"monthly",188,1112.1,1112.1,0,0,0,1112.1,0,0,0,5,0,0,0,0,424.6,316341,191341,125000,14,67453.1
4427,5882,1994-09-26,87816,12,7318,"A",32,"monthly",476,56683.6,1482.6,55201,55055,0,1482.6,146,0,0,35,5019.6,5005,0,14.6,83.4,324584,196984,127600,49,15665.6
4447,5886,1996-10-31,192744,36,5354,"C",62,"monthly",137,837.5,808.3,29.2,0,0,808.3,29.2,0,0,6,14.6,0,0,14.6,237,400474,213747,186727,20,27799.1
4448,5887,1994-10-03,192744,36,5354,"A",60,"monthly",488,2332.1,2186.1,146,0,0,2186.1,146,0,0,24,14.6,0,0,14.6,149.1,578605,302792,275813,52,29019.1
4456,5889,1998-02-09,321240,60,5354,"C",14,"monthly",524,5490.4,5271.4,219,0,0,5271.4,219,0,0,32,14.6,0,0,14.6,159.7,1793564,912795,880769,104,37078.3
4462,5892,1996-05-14,66480,24,2770,"B",73,"weekly",139,360.2,360.2,0,0,0,360.2,0,0,0,3,0,0,0,0,206.5,135731,85131,50600,7,34891.2
4467,5893,1998-08-03,86184,36,2394,"C",17,"weekly",477,52504.2,2028.2,50476,50116,0,2028.2,360,0,0,39,4586,4556,0,30,122.5,438190,257721,180469,45,28804.1
4473,5895,1997-01-03,93960,60,1566,"C",45,"monthly",452,53087.1,3189.1,49898,49752,0,3189.1,146,0,0,33,5542.6,5528,0,14.6,273,663517.5,379887.5,283630,56,49548.5
4476,5897,1996-09-25,15192,24,633,"A",24,"monthly",685,116104.4,2492.2,113612.2,57510,55854,2492.2,248.2,0,0,74,6312.6,3195,3103,14.6,129.8,576744,352608,224136,95,17351.9
4503,5900,1996-01-01,135360,48,2820,"C",50,"monthly",363,2791.8,2660.4,131.4,0,0,2660.4,131.4,0,0,20,14.6,0,0,14.6,300.8,1149020,600680,548340,57,54883.5
4533,5906,1998-05-05,81144,36,2254,"C",68,"monthly",275,33169,1673.6,31495.4,31437,0,1673.6,58.4,0,0,14,10493.6,10479,0,14.6,290.1,892476,494049,398427,37,90314.9
4550,5909,1998-01-03,61320,60,1022,"C",56,"monthly",331,11849.9,988.7,10861.2,7791,2968,988.7,102.2,0,0,32,1551.6,1113,424,14.6,103.8,179529,105260,74269,42,21118.6
4576,5918,1994-06-04,300204,36,8339,"A",27,"monthly",364,47776.4,1859.6,45916.8,45800,0,1859.6,116.8,0,0,28,7214.6,7200,0,14.6,135.7,419270,248630,170640,43,33947.4
4580,5922,1995-08-05,20220,12,1685,"A",9,"monthly",343,45257.6,1555,43702.6,43615,0,1555,87.6,0,0,20,8737.6,8723,0,14.6,109.9,450251,261851,188400,31,31317.9
4585,5923,1996-10-10,64656,48,1347,"C",27,"monthly",124,312.9,312.9,0,0,0,312.9,0,0,0,3,0,0,0,0,141.6,76236,60336,15900,9,44749
4616,5930,1998-01-12,66696,24,2779,"C",1,"monthly",110,12738.7,464.1,12274.6,12260,0,464.1,14.6,0,0,5,12274.6,12260,0,14.6,277.2,161031,120131,40900,11,67420.5
4618,5931,1997-03-17,66696,24,2779,"D",3,"monthly",239,39133.6,1089.8,38043.8,38000,0,1089.8,43.8,0,0,13,14214.6,14200,0,14.6,104,500906,275206,225700,30,12551.9
4626,5932,1997-06-18,33348,12,2779,"A",9,"monthly",368,1917.8,1771.8,146,0,0,1771.8,146,0,0,21,14.6,0,0,14.6,110.4,736328,375937,360391,42,17171.7
4631,5933,1997-12-13,87528,24,3647,"C",77,"after_transaction",366,2497.1,1797.1,700,0,0,1797.1,700,0,0,18,100,0,0,100,237.9,503013,288366,214647,39,74816
4650,5938,1996-08-25,402000,60,6700,"C",4,"monthly",315,3662,819,2843,2770,0,819,73,0,0,19,568.6,554,0,14.6,65.3,159952,89604,70348,35,17232.1
4660,5940,1997-05-28,106944,24,4456,"C",63,"monthly",145,3490.6,932.6,2558,2121,437,932.6,0,0,0,6,2558,2121,437,0,324,260729,158200,102529,12,54045.6
4681,5942,1997-03-15,162624,48,3388,"C",70,"monthly",585,83571.4,3096.4,80475,80256,0,3096.4,219,0,0,50,5030.6,5016,0,14.6,121.1,768710,442752,325958,84,39415.4
4715,5953,1997-03-14,97176,24,4049,"C",8,"monthly",137,724.5,724.5,0,0,0,724.5,0,0,0,4,0,0,0,0,228.8,414031,252624,161407,12,91941.4
4725,5956,1997-11-04,168264,36,4674,"C",73,"monthly",204,27773.9,820.7,26953.2,26924,0,820.7,29.2,0,0,10,13476.6,13462,0,14.6,121.8,312293,182993,129300,15,27575.2
4727,5959,1995-08-11,107640,24,4485,"A",2,"monthly",179,4452.7,858.1,3594.6,3580,0,858.1,14.6,0,0,7,3594.6,3580,0,14.6,154.7,397784,232923,164861,16,65325.4
4746,5963,1997-09-07,204780,60,3413,"C",54,"monthly",198,1186,1171.4,14.6,0,0,1171.4,14.6,0,0,7,14.6,0,0,14.6,222.9,374898,231576,143322,16,89411
4774,5970,1995-07-09,465072,48,9689,"C",66,"monthly",541,81093.1,1803.3,79289.8,79100,0,1803.3,189.8,0,0,43,14.6,0,0,14.6,91.5,802599,458619,343980,60,37152.4
4784,5973,1997-11-24,219456,48,4572,"C",46,"monthly",108,543.8,543.8,0,0,0,543.8,0,0,0,3,0,0,0,0,263.7,159780,118180,41600,8,77123.8
4794,5976,1997-12-27,465504,48,9698,"D",72,"monthly",374,41696.8,1082.6,40614.2,15376,25136,1082.6,102.2,0,0,34,5078.6,1922,3142,14.6,104,397534,227170,170364,52,17274.4
4803,5977,1997-02-25,59136,48,1232,"C",26,"monthly",262,826.4,768,58.4,0,0,768,58.4,0,0,12,14.6,0,0,14.6,86.1,102431,62231,40200,32,22740.4
